id,question,context,answer
11:69-76_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ولقد جاءت رسلنا إبراهيم بالبشرى قالوا سلاما قال سلام فما لبث أن جاء بعجل حنيذ. فلما رأى أيديهم لا تصل إليه نكرهم وأوجس منهم خيفة قالوا لا تخف إنا أرسلنا إلى قوم لوط. وامرأته قائمة فضحكت فبشرناها بإسحاق ومن وراء إسحاق يعقوب. قالت يا ويلتى أألد وأنا عجوز وهذا بعلي شيخا إن هذا لشيء عجيب. قالوا أتعجبين من أمر الله رحمت الله وبركاته عليكم أهل البيت إنه حميد مجيد. فلما ذهب عن إبراهيم الروع وجاءته البشرى يجادلنا في قوم لوط. إن إبراهيم لحليم أواه منيب. يا إبراهيم أعرض عن هذا إنه قد جاء أمر ربك وإنهم آتيهم عذاب غير مردود.,عجل
12:11-15_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,قالوا يا أبانا ما لك لا تأمنا على يوسف وإنا له لناصحون. أرسله معنا غدا يرتع ويلعب وإنا له لحافظون. قال إني ليحزنني أن تذهبوا به وأخاف أن يأكله الذئب وأنتم عنه غافلون. قالوا لئن أكله الذئب ونحن عصبة إنا إذا لخاسرون. فلما ذهبوا به وأجمعوا أن يجعلوه في غيابت الجب وأوحينا إليه لتنبئنهم بأمرهم هذا وهم لا يشعرون.,الذئب
12:16-18_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وجاءوا أباهم عشاء يبكون. قالوا يا أبانا إنا ذهبنا نستبق وتركنا يوسف عند متاعنا فأكله الذئب وما أنت بمؤمن لنا ولو كنا صادقين. وجاءوا على قميصه بدم كذب قال بل سولت لكم أنفسكم أمرا فصبر جميل والله المستعان على ما تصفون.,الذئب
12:36-42_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ودخل معه السجن فتيان قال أحدهما إني أراني أعصر خمرا وقال الآخر إني أراني أحمل فوق رأسي خبزا تأكل الطير منه نبئنا بتأويله إنا نراك من المحسنين. قال لا يأتيكما طعام ترزقانه إلا نبأتكما بتأويله قبل أن يأتيكما ذلكما مما علمني ربي إني تركت ملة قوم لا يؤمنون بالله وهم بالآخرة هم كافرون. واتبعت ملة آبائي إبراهيم وإسحاق ويعقوب ما كان لنا أن نشرك بالله من شيء ذلك من فضل الله علينا وعلى الناس ولكن أكثر الناس لا يشكرون. يا صاحبي السجن أأرباب متفرقون خير أم الله الواحد القهار. ما تعبدون من دونه إلا أسماء سميتموها أنتم وآباؤكم ما أنزل الله بها من سلطان إن الحكم إلا لله أمر ألا تعبدوا إلا إياه ذلك الدين القيم ولكن أكثر الناس لا يعلمون. يا صاحبي السجن أما أحدكما فيسقي ربه خمرا وأما الآخر فيصلب فتأكل الطير من رأسه قضي الأمر الذي فيه تستفتيان. وقال للذي ظن أنه ناج منهما اذكرني عند ربك فأنساه الشيطان ذكر ربه فلبث في السجن بضع سنين.,الطير
12:43-49_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وقال الملك إني أرى سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات يا أيها الملأ أفتوني في رؤياي إن كنتم للرؤيا تعبرون. قالوا أضغاث أحلام وما نحن بتأويل الأحلام بعالمين. وقال الذي نجا منهما وادكر بعد أمة أنا أنبئكم بتأويله فأرسلون. يوسف أيها الصديق أفتنا في سبع بقرات سمان يأكلهن سبع عجاف وسبع سنبلات خضر وأخر يابسات لعلي أرجع إلى الناس لعلهم يعلمون. قال تزرعون سبع سنين دأبا فما حصدتم فذروه في سنبله إلا قليلا مما تأكلون. ثم يأتي من بعد ذلك سبع شداد يأكلن ما قدمتم لهن إلا قليلا مما تحصنون. ثم يأتي من بعد ذلك عام فيه يغاث الناس وفيه يعصرون.,بقرات
12:63-66_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,فلما رجعوا إلى أبيهم قالوا يا أبانا منع منا الكيل فأرسل معنا أخانا نكتل وإنا له لحافظون. قال هل آمنكم عليه إلا كما أمنتكم على أخيه من قبل فالله خير حافظا وهو أرحم الراحمين. ولما فتحوا متاعهم وجدوا بضاعتهم ردت إليهم قالوا يا أبانا ما نبغي هذه بضاعتنا ردت إلينا ونمير أهلنا ونحفظ أخانا ونزداد كيل بعير ذلك كيل يسير. قال لن أرسله معكم حتى تؤتون موثقا من الله لتأتنني به إلا أن يحاط بكم فلما آتوه موثقهم قال الله على ما نقول وكيل.,بعير
12:69-76_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ولما دخلوا على يوسف آوى إليه أخاه قال إني أنا أخوك فلا تبتئس بما كانوا يعملون. فلما جهزهم بجهازهم جعل السقاية في رحل أخيه ثم أذن مؤذن أيتها العير إنكم لسارقون. قالوا وأقبلوا عليهم ماذا تفقدون. قالوا نفقد صواع الملك ولمن جاء به حمل بعير وأنا به زعيم. قالوا تالله لقد علمتم ما جئنا لنفسد في الأرض وما كنا سارقين. قالوا فما جزاؤه إن كنتم كاذبين. قالوا جزاؤه من وجد في رحله فهو جزاؤه كذلك نجزي الظالمين. فبدأ بأوعيتهم قبل وعاء أخيه ثم استخرجها من وعاء أخيه كذلك كدنا ليوسف ما كان ليأخذ أخاه في دين الملك إلا أن يشاء الله نرفع درجات من نشاء وفوق كل ذي علم عليم.,بعير
16:1-9_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,أتى أمر الله فلا تستعجلوه سبحانه وتعالى عما يشركون. ينزل الملائكة بالروح من أمره على من يشاء من عباده أن أنذروا أنه لا إله إلا أنا فاتقون. خلق السماوات والأرض بالحق تعالى عما يشركون. خلق الإنسان من نطفة فإذا هو خصيم مبين. والأنعام خلقها لكم فيها دفء ومنافع ومنها تأكلون. ولكم فيها جمال حين تريحون وحين تسرحون. وتحمل أثقالكم إلى بلد لم تكونوا بالغيه إلا بشق الأنفس إن ربكم لرءوف رحيم. والخيل والبغال والحمير لتركبوها وزينة ويخلق ما لا تعلمون. وعلى الله قصد السبيل ومنها جائر ولو شاء لهداكم أجمعين.,الخيل
16:65-69_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,والله أنزل من السماء ماء فأحيا به الأرض بعد موتها إن في ذلك لآية لقوم يسمعون. وإن لكم في الأنعام لعبرة نسقيكم مما في بطونه من بين فرث ودم لبنا خالصا سائغا للشاربين. ومن ثمرات النخيل والأعناب تتخذون منه سكرا ورزقا حسنا إن في ذلك لآية لقوم يعقلون. وأوحى ربك إلى النحل أن اتخذي من الجبال بيوتا ومن الشجر ومما يعرشون. ثم كلي من كل الثمرات فاسلكي سبل ربك ذللا يخرج من بطونها شراب مختلف ألوانه فيه شفاء للناس إن في ذلك لآية لقوم يتفكرون.,النحل
16:77-79_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ولله غيب السماوات والأرض وما أمر الساعة إلا كلمح البصر أو هو أقرب إن الله على كل شيء قدير. والله أخرجكم من بطون أمهاتكم لا تعلمون شيئا وجعل لكم السمع والأبصار والأفئدة لعلكم تشكرون. ألم يروا إلى الطير مسخرات في جو السماء ما يمسكهن إلا الله إن في ذلك لآيات لقوم يؤمنون.,الطير
16:114-119_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,فكلوا مما رزقكم الله حلالا طيبا واشكروا نعمت الله إن كنتم إياه تعبدون. إنما حرم عليكم الميتة والدم ولحم الخنزير وما أهل لغير الله به فمن اضطر غير باغ ولا عاد فإن الله غفور رحيم. ولا تقولوا لما تصف ألسنتكم الكذب هذا حلال وهذا حرام لتفتروا على الله الكذب إن الذين يفترون على الله الكذب لا يفلحون. متاع قليل ولهم عذاب أليم. وعلى الذين هادوا حرمنا ما قصصنا عليك من قبل وما ظلمناهم ولكن كانوا أنفسهم يظلمون. ثم إن ربك للذين عملوا السوء بجهالة ثم تابوا من بعد ذلك وأصلحوا إن ربك من بعدها لغفور رحيم.,الخنزير
17:59-60_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وما منعنا أن نرسل بالآيات إلا أن كذب بها الأولون وآتينا ثمود الناقة مبصرة فظلموا بها وما نرسل بالآيات إلا تخويفا. وإذ قلنا لك إن ربك أحاط بالناس وما جعلنا الرؤيا التي أريناك إلا فتنة للناس والشجرة الملعونة في القرآن ونخوفهم فما يزيدهم إلا طغيانا كبيرا.,الناقة
18:17-20_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وترى الشمس إذا طلعت تزاور عن كهفهم ذات اليمين وإذا غربت تقرضهم ذات الشمال وهم في فجوة منه ذلك من آيات الله من يهد الله فهو المهتد ومن يضلل فلن تجد له وليا مرشدا. وتحسبهم أيقاظا وهم رقود ونقلبهم ذات اليمين وذات الشمال وكلبهم باسط ذراعيه بالوصيد لو اطلعت عليهم لوليت منهم فرارا ولملئت منهم رعبا. وكذلك بعثناهم ليتساءلوا بينهم قال قائل منهم كم لبثتم قالوا لبثنا يوما أو بعض يوم قالوا ربكم أعلم بما لبثتم فابعثوا أحدكم بورقكم هذه إلى المدينة فلينظر أيها أزكى طعاما فليأتكم برزق منه وليتلطف ولا يشعرن بكم أحدا. إنهم إن يظهروا عليكم يرجموكم أو يعيدوكم في ملتهم ولن تفلحوا إذا أبدا.,كلب
18:21-22_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وكذلك أعثرنا عليهم ليعلموا أن وعد الله حق وأن الساعة لا ريب فيها إذ يتنازعون بينهم أمرهم فقالوا ابنوا عليهم بنيانا ربهم أعلم بهم قال الذين غلبوا على أمرهم لنتخذن عليهم مسجدا. سيقولون ثلاثة رابعهم كلبهم ويقولون خمسة سادسهم كلبهم رجما بالغيب ويقولون سبعة وثامنهم كلبهم قل ربي أعلم بعدتهم ما يعلمهم إلا قليل فلا تمار فيهم إلا مراء ظاهرا ولا تستفت فيهم منهم أحدا.,كلب
18:60-77_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإذ قال موسى لفتاه لا أبرح حتى أبلغ مجمع البحرين أو أمضي حقبا. فلما بلغا مجمع بينهما نسيا حوتهما فاتخذ سبيله في البحر سربا. فلما جاوزا قال لفتاه آتنا غداءنا لقد لقينا من سفرنا هذا نصبا. قال أرأيت إذ أوينا إلى الصخرة فإني نسيت الحوت وما أنسانيه إلا الشيطان أن أذكره واتخذ سبيله في البحر عجبا. قال ذلك ما كنا نبغ فارتدا على آثارهما قصصا. فوجدا عبدا من عبادنا آتيناه رحمة من عندنا وعلمناه من لدنا علما. قال له موسى هل أتبعك على أن تعلمن مما علمت رشدا. قال إنك لن تستطيع معي صبرا. وكيف تصبر على ما لم تحط به خبرا. قال ستجدني إن شاء الله صابرا ولا أعصي لك أمرا. قال فإن اتبعتني فلا تسألني عن شيء حتى أحدث لك منه ذكرا. فانطلقا حتى إذا ركبا في السفينة خرقها قال أخرقتها لتغرق أهلها لقد جئت شيئا إمرا. قال ألم أقل إنك لن تستطيع معي صبرا. قال لا تؤاخذني بما نسيت ولا ترهقني من أمري عسرا. فانطلقا حتى إذا لقيا غلاما فقتله قال أقتلت نفسا زكية بغير نفس لقد جئت شيئا نكرا. قال ألم أقل لك إنك لن تستطيع معي صبرا. قال إن سألتك عن شيء بعدها فلا تصاحبني قد بلغت من لدني عذرا. فانطلقا حتى إذا أتيا أهل قرية استطعما أهلها فأبوا أن يضيفوهما فوجدا فيها جدارا يريد أن ينقض فأقامه قال لو شئت لاتخذت عليه أجرا.,حوت
20:17-24_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وما تلك بيمينك يا موسى. قال هي عصاي أتوكأ عليها وأهش بها على غنمي ولي فيها مآرب أخرى. قال ألقها يا موسى. فألقاها فإذا هي حية تسعى. قال خذها ولا تخف سنعيدها سيرتها الأولى. واضمم يدك إلى جناحك تخرج بيضاء من غير سوء آية أخرى. لنريك من آياتنا الكبرى. اذهب إلى فرعون إنه طغى.,حية
20:80-82_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,يا بني إسرائيل قد أنجيناكم من عدوكم وواعدناكم جانب الطور الأيمن ونزلنا عليكم المن والسلوى. كلوا من طيبات ما رزقناكم ولا تطغوا فيه فيحل عليكم غضبي ومن يحلل عليه غضبي فقد هوى. وإني لغفار لمن تاب وآمن وعمل صالحا ثم اهتدى.,السلوى
21:78-82_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وداوود وسليمان إذ يحكمان في الحرث إذ نفشت فيه غنم القوم وكنا لحكمهم شاهدين. ففهمناها سليمان وكلا آتينا حكما وعلما وسخرنا مع داوود الجبال يسبحن والطير وكنا فاعلين. وعلمناه صنعة لبوس لكم لتحصنكم من بأسكم فهل أنتم شاكرون. ولسليمان الريح عاصفة تجري بأمره إلى الأرض التي باركنا فيها وكنا بكل شيء عالمين. ومن الشياطين من يغوصون له ويعملون عملا دون ذلك وكنا لهم حافظين.,الطير
21:87-88_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وذا النون إذ ذهب مغاضبا فظن أن لن نقدر عليه فنادى في الظلمات أن لا إله إلا أنت سبحانك إني كنت من الظالمين. فاستجبنا له ونجيناه من الغم وكذلك ننجي المؤمنين.,النون
22:30-37_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ذلك ومن يعظم حرمات الله فهو خير له عند ربه وأحلت لكم الأنعام إلا ما يتلى عليكم فاجتنبوا الرجس من الأوثان واجتنبوا قول الزور. حنفاء لله غير مشركين به ومن يشرك بالله فكأنما خر من السماء فتخطفه الطير أو تهوي به الريح في مكان سحيق. ذلك ومن يعظم شعائر الله فإنها من تقوى القلوب. لكم فيها منافع إلى أجل مسمى ثم محلها إلى البيت العتيق. ولكل أمة جعلنا منسكا ليذكروا اسم الله على ما رزقهم من بهيمة الأنعام فإلهكم إله واحد فله أسلموا وبشر المخبتين. الذين إذا ذكر الله وجلت قلوبهم والصابرين على ما أصابهم والمقيمي الصلاة ومما رزقناهم ينفقون. والبدن جعلناها لكم من شعائر الله لكم فيها خير فاذكروا اسم الله عليها صواف فإذا وجبت جنوبها فكلوا منها وأطعموا القانع والمعتر كذلك سخرناها لكم لعلكم تشكرون. لن ينال الله لحومها ولا دماؤها ولكن يناله التقوى منكم كذلك سخرها لكم لتكبروا الله على ما هداكم وبشر المحسنين.,الطير
22:73-76_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,يا أيها الناس ضرب مثل فاستمعوا له إن الذين تدعون من دون الله لن يخلقوا ذبابا ولو اجتمعوا له وإن يسلبهم الذباب شيئا لا يستنقذوه منه ضعف الطالب والمطلوب. ما قدروا الله حق قدره إن الله لقوي عزيز. الله يصطفي من الملائكة رسلا ومن الناس إن الله سميع بصير. يعلم ما بين أيديهم وما خلفهم وإلى الله ترجع الأمور.,ذباب
24:41-45_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ألم تر أن الله يسبح له من في السماوات والأرض والطير صافات كل قد علم صلاته وتسبيحه والله عليم بما يفعلون. ولله ملك السماوات والأرض وإلى الله المصير. ألم تر أن الله يزجي سحابا ثم يؤلف بينه ثم يجعله ركاما فترى الودق يخرج من خلاله وينزل من السماء من جبال فيها من برد فيصيب به من يشاء ويصرفه عن من يشاء يكاد سنا برقه يذهب بالأبصار. يقلب الله الليل والنهار إن في ذلك لعبرة لأولي الأبصار. والله خلق كل دابة من ماء فمنهم من يمشي على بطنه ومنهم من يمشي على رجلين ومنهم من يمشي على أربع يخلق الله ما يشاء إن الله على كل شيء قدير.,الطير
26:23-40_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,قال فرعون وما رب العالمين. قال رب السماوات والأرض وما بينهما إن كنتم موقنين. قال لمن حوله ألا تستمعون. قال ربكم ورب آبائكم الأولين. قال إن رسولكم الذي أرسل إليكم لمجنون. قال رب المشرق والمغرب وما بينهما إن كنتم تعقلون. قال لئن اتخذت إلها غيري لأجعلنك من المسجونين. قال أولو جئتك بشيء مبين. قال فأت به إن كنت من الصادقين. فألقى عصاه فإذا هي ثعبان مبين. ونزع يده فإذا هي بيضاء للناظرين. قال للملإ حوله إن هذا لساحر عليم. يريد أن يخرجكم من أرضكم بسحره فماذا تأمرون. قالوا أرجه وأخاه وابعث في المدائن حاشرين. يأتوك بكل سحار عليم. فجمع السحرة لميقات يوم معلوم. وقيل للناس هل أنتم مجتمعون. لعلنا نتبع السحرة إن كانوا هم الغالبين.,ثعبان
26:141-159_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,كذبت ثمود المرسلين. إذ قال لهم أخوهم صالح ألا تتقون. إني لكم رسول أمين. فاتقوا الله وأطيعون. وما أسألكم عليه من أجر إن أجري إلا على رب العالمين. أتتركون في ما هاهنا آمنين. في جنات وعيون. وزروع ونخل طلعها هضيم. وتنحتون من الجبال بيوتا فارهين. فاتقوا الله وأطيعون. ولا تطيعوا أمر المسرفين. الذين يفسدون في الأرض ولا يصلحون. قالوا إنما أنت من المسحرين. ما أنت إلا بشر مثلنا فأت بآية إن كنت من الصادقين. قال هذه ناقة لها شرب ولكم شرب يوم معلوم. ولا تمسوها بسوء فيأخذكم عذاب يوم عظيم. فعقروها فأصبحوا نادمين. فأخذهم العذاب إن في ذلك لآية وما كان أكثرهم مؤمنين. وإن ربك لهو العزيز الرحيم.,ناقة
27:15-22_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ولقد آتينا داوود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين. وورث سليمان داوود وقال يا أيها الناس علمنا منطق الطير وأوتينا من كل شيء إن هذا لهو الفضل المبين. وحشر لسليمان جنوده من الجن والإنس والطير فهم يوزعون. حتى إذا أتوا على واد النمل قالت نملة يا أيها النمل ادخلوا مساكنكم لا يحطمنكم سليمان وجنوده وهم لا يشعرون. فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين. وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين. لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين. فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين.,الطير
27:20-28_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين. لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين. فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين. إني وجدت امرأة تملكهم وأوتيت من كل شيء ولها عرش عظيم. وجدتها وقومها يسجدون للشمس من دون الله وزين لهم الشيطان أعمالهم فصدهم عن السبيل فهم لا يهتدون. ألا يسجدوا لله الذي يخرج الخبء في السماوات والأرض ويعلم ما تخفون وما تعلنون. الله لا إله إلا هو رب العرش العظيم. قال سننظر أصدقت أم كنت من الكاذبين. اذهب بكتابي هذا فألقه إليهم ثم تول عنهم فانظر ماذا يرجعون.,الطير
27:82-88_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإذا وقع القول عليهم أخرجنا لهم دابة من الأرض تكلمهم أن الناس كانوا بآياتنا لا يوقنون. ويوم نحشر من كل أمة فوجا ممن يكذب بآياتنا فهم يوزعون. حتى إذا جاءوا قال أكذبتم بآياتي ولم تحيطوا بها علما أماذا كنتم تعملون. ووقع القول عليهم بما ظلموا فهم لا ينطقون. ألم يروا أنا جعلنا الليل ليسكنوا فيه والنهار مبصرا إن في ذلك لآيات لقوم يؤمنون. ويوم ينفخ في الصور ففزع من في السماوات ومن في الأرض إلا من شاء الله وكل أتوه داخرين. وترى الجبال تحسبها جامدة وهي تمر مر السحاب صنع الله الذي أتقن كل شيء إنه خبير بما تفعلون.,دابة
29:41-43_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,مثل الذين اتخذوا من دون الله أولياء كمثل العنكبوت اتخذت بيتا وإن أوهن البيوت لبيت العنكبوت لو كانوا يعلمون. إن الله يعلم ما يدعون من دونه من شيء وهو العزيز الحكيم. وتلك الأمثال نضربها للناس وما يعقلها إلا العالمون.,العنكبوت
31:12-19_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ولقد آتينا لقمان الحكمة أن اشكر لله ومن يشكر فإنما يشكر لنفسه ومن كفر فإن الله غني حميد. وإذ قال لقمان لابنه وهو يعظه يا بني لا تشرك بالله إن الشرك لظلم عظيم. ووصينا الإنسان بوالديه حملته أمه وهنا على وهن وفصاله في عامين أن اشكر لي ولوالديك إلي المصير. وإن جاهداك على أن تشرك بي ما ليس لك به علم فلا تطعهما وصاحبهما في الدنيا معروفا واتبع سبيل من أناب إلي ثم إلي مرجعكم فأنبئكم بما كنتم تعملون. يا بني إنها إن تك مثقال حبة من خردل فتكن في صخرة أو في السماوات أو في الأرض يأت بها الله إن الله لطيف خبير. يا بني أقم الصلاة وأمر بالمعروف وانه عن المنكر واصبر على ما أصابك إن ذلك من عزم الأمور. ولا تصعر خدك للناس ولا تمش في الأرض مرحا إن الله لا يحب كل مختال فخور. واقصد في مشيك واغضض من صوتك إن أنكر الأصوات لصوت الحمير.,الحمير
34:10-13_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,ولقد آتينا داوود منا فضلا يا جبال أوبي معه والطير وألنا له الحديد. أن اعمل سابغات وقدر في السرد واعملوا صالحا إني بما تعملون بصير. ولسليمان الريح غدوها شهر ورواحها شهر وأسلنا له عين القطر ومن الجن من يعمل بين يديه بإذن ربه ومن يزغ منهم عن أمرنا نذقه من عذاب السعير. يعملون له ما يشاء من محاريب وتماثيل وجفان كالجواب وقدور راسيات اعملوا آل داوود شكرا وقليل من عبادي الشكور.,الطير
34:14-14_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,فلما قضينا عليه الموت ما دلهم على موته إلا دابة الأرض تأكل منسأته فلما خر تبينت الجن أن لو كانوا يعلمون الغيب ما لبثوا في العذاب المهين.,دابة الأرض
37:139-148_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وإن يونس لمن المرسلين. إذ أبق إلى الفلك المشحون. فساهم فكان من المدحضين. فالتقمه الحوت وهو مليم. فلولا أنه كان من المسبحين. للبث في بطنه إلى يوم يبعثون. فنبذناه بالعراء وهو سقيم. وأنبتنا عليه شجرة من يقطين. وأرسلناه إلى مائة ألف أو يزيدون. فآمنوا فمتعناهم إلى حين.,الحوت
38:12-20_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,كذبت قبلهم قوم نوح وعاد وفرعون ذو الأوتاد. وثمود وقوم لوط وأصحاب الأيكة أولئك الأحزاب. إن كل إلا كذب الرسل فحق عقاب. وما ينظر هؤلاء إلا صيحة واحدة ما لها من فواق. وقالوا ربنا عجل لنا قطنا قبل يوم الحساب. اصبر على ما يقولون واذكر عبدنا داوود ذا الأيد إنه أواب. إنا سخرنا الجبال معه يسبحن بالعشي والإشراق. والطير محشورة كل له أواب. وشددنا ملكه وآتيناه الحكمة وفصل الخطاب.,الطير
51:24-37_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,هل أتاك حديث ضيف إبراهيم المكرمين. إذ دخلوا عليه فقالوا سلاما قال سلام قوم منكرون. فراغ إلى أهله فجاء بعجل سمين. فقربه إليهم قال ألا تأكلون. فأوجس منهم خيفة قالوا لا تخف وبشروه بغلام عليم. فأقبلت امرأته في صرة فصكت وجهها وقالت عجوز عقيم. قالوا كذلك قال ربك إنه هو الحكيم العليم. قال فما خطبكم أيها المرسلون. قالوا إنا أرسلنا إلى قوم مجرمين. لنرسل عليهم حجارة من طين. مسومة عند ربك للمسرفين. فأخرجنا من كان فيها من المؤمنين. فما وجدنا فيها غير بيت من المسلمين. وتركنا فيها آية للذين يخافون العذاب الأليم.,عجل
54:1-8_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,اقتربت الساعة وانشق القمر. وإن يروا آية يعرضوا ويقولوا سحر مستمر. وكذبوا واتبعوا أهواءهم وكل أمر مستقر. ولقد جاءهم من الأنباء ما فيه مزدجر. حكمة بالغة فما تغن النذر. فتول عنهم يوم يدع الداع إلى شيء نكر. خشعا أبصارهم يخرجون من الأجداث كأنهم جراد منتشر. مهطعين إلى الداع يقول الكافرون هذا يوم عسر.,جراد
54:23-32_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,كذبت ثمود بالنذر. فقالوا أبشرا منا واحدا نتبعه إنا إذا لفي ضلال وسعر. أألقي الذكر عليه من بيننا بل هو كذاب أشر. سيعلمون غدا من الكذاب الأشر. إنا مرسلو الناقة فتنة لهم فارتقبهم واصطبر. ونبئهم أن الماء قسمة بينهم كل شرب محتضر. فنادوا صاحبهم فتعاطى فعقر. فكيف كان عذابي ونذر. إنا أرسلنا عليهم صيحة واحدة فكانوا كهشيم المحتظر. ولقد يسرنا القرآن للذكر فهل من مدكر.,الناقة
56:11-26_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,أولئك المقربون. في جنات النعيم. ثلة من الأولين. وقليل من الآخرين. على سرر موضونة. متكئين عليها متقابلين. يطوف عليهم ولدان مخلدون. بأكواب وأباريق وكأس من معين. لا يصدعون عنها ولا ينزفون. وفاكهة مما يتخيرون. ولحم طير مما يشتهون. وحور عين. كأمثال اللؤلؤ المكنون. جزاء بما كانوا يعملون. لا يسمعون فيها لغوا ولا تأثيما. إلا قيلا سلاما سلاما.,طير
59:6-7_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,وما أفاء الله على رسوله منهم فما أوجفتم عليه من خيل ولا ركاب ولكن الله يسلط رسله على من يشاء والله على كل شيء قدير. ما أفاء الله على رسوله من أهل القرى فلله وللرسول ولذي القربى واليتامى والمساكين وابن السبيل كي لا يكون دولة بين الأغنياء منكم وما آتاكم الرسول فخذوه وما نهاكم عنه فانتهوا واتقوا الله إن الله شديد العقاب.,خيل
62:5-8_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,مثل الذين حملوا التوراة ثم لم يحملوها كمثل الحمار يحمل أسفارا بئس مثل القوم الذين كذبوا بآيات الله والله لا يهدي القوم الظالمين. قل يا أيها الذين هادوا إن زعمتم أنكم أولياء لله من دون الناس فتمنوا الموت إن كنتم صادقين. ولا يتمنونه أبدا بما قدمت أيديهم والله عليم بالظالمين. قل إن الموت الذي تفرون منه فإنه ملاقيكم ثم تردون إلى عالم الغيب والشهادة فينبئكم بما كنتم تعملون.,الحمار
67:16-23_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,أأمنتم من في السماء أن يخسف بكم الأرض فإذا هي تمور. أم أمنتم من في السماء أن يرسل عليكم حاصبا فستعلمون كيف نذير. ولقد كذب الذين من قبلهم فكيف كان نكير. أولم يروا إلى الطير فوقهم صافات ويقبضن ما يمسكهن إلا الرحمن إنه بكل شيء بصير. أمن هذا الذي هو جند لكم ينصركم من دون الرحمن إن الكافرون إلا في غرور. أمن هذا الذي يرزقكم إن أمسك رزقه بل لجوا في عتو ونفور. أفمن يمشي مكبا على وجهه أهدى أمن يمشي سويا على صراط مستقيم. قل هو الذي أنشأكم وجعل لكم السمع والأبصار والأفئدة قليلا ما تشكرون.,الطير
68:48-52_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,فاصبر لحكم ربك ولا تكن كصاحب الحوت إذ نادى وهو مكظوم. لولا أن تداركه نعمة من ربه لنبذ بالعراء وهو مذموم. فاجتباه ربه فجعله من الصالحين. وإن يكاد الذين كفروا ليزلقونك بأبصارهم لما سمعوا الذكر ويقولون إنه لمجنون. وما هو إلا ذكر للعالمين.,الحوت
74:49-56_231,ما هي انواع الحيوانات التي ذكرت في القرآن؟,فما لهم عن التذكرة معرضين. كأنهم حمر مستنفرة. فرت من قسورة. بل يريد كل امرئ منهم أن يؤتى صحفا منشرة. كلا بل لا يخافون الآخرة. كلا إنه تذكرة. فمن شاء ذكره. وما يذكرون إلا أن يشاء الله هو أهل التقوى وأهل المغفرة.,حمر
